amka_iatrou,amka_as8eni,kwdikos_farmakou,imerominia_enarxis,imerominia_lixis,dosologia,syxnotita,ID_nosileias
19029051436,22056004139,61067,2025-11-30,2025-12-02,15 ml,μία φορά το πρωί,411
05038348846,24026275714,77244,2025-12-05,2025-12-13,1 κάψουλα,κάθε 8 ώρες,412
05038348846,24026275714,129557,2025-12-05,2025-12-13,2 δισκία,προ ύπνου,412
23056691943,09087148284,89526,2025-12-09,2025-12-13,1 κάψουλα,εφάπαξ,413
23056691943,09087148284,152425,2025-12-09,2025-12-10,2 δισκία,μετά το φαγητό,413
23056691943,09087148284,154904,2025-12-09,2025-12-12,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),413
23056691943,08069088885,54061,2025-12-10,2025-12-21,1 κάψουλα,εφάπαξ,414
23056691943,08069088885,43777,2025-12-10,2025-12-18,1 δισκίο,μία φορά το πρωί,414
23056691943,08069088885,119887,2025-12-10,2025-12-18,15 ml,προ ύπνου,414
07044341149,16099945058,41203,2025-12-14,2025-12-18,1/2 δισκίο,κάθε 8 ώρες,415
07044341149,16099945058,156497,2025-12-14,2025-12-20,15 ml,κάθε 12 ώρες (πρωί-βράδυ),415
06019165174,19125793215,37380,2025-12-16,2025-12-17,1 ενέσιμο αμπούλα,κάθε 8 ώρες,416
06019165174,19125793215,11665,2025-12-16,2025-12-20,1 δισκίο,εφάπαξ,416
06019165174,19125793215,4278,2025-12-16,2025-12-22,1 κάψουλα,μία φορά το πρωί,416
02078042045,10127699608,160532,2025-12-21,2025-12-22,1/2 δισκίο,προ ύπνου,417
02078042045,10127699608,114133,2025-12-21,2025-12-27,1/2 δισκίο,κάθε 8 ώρες,417
02078042045,10127699608,111365,2025-12-21,2025-12-25,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),417
09050064807,04037844317,156731,2025-12-26,2025-12-28,15 ml,κάθε 8 ώρες,418
09050064807,04037844317,29187,2025-12-26,2025-12-28,1 δισκίο,προ ύπνου,418
05068650481,02045315571,160410,2025-12-26,2025-12-30,15 ml,μετά το φαγητό,419
22115865680,09025524525,112385,2025-12-30,2026-01-05,2 δισκία,εφάπαξ,420
22115865680,09025524525,56975,2025-12-30,2025-12-31,1/2 δισκίο,μία φορά το πρωί,420
22115865680,09025524525,44010,2025-12-30,2026-01-06,2 δισκία,εφάπαξ,420
23026866049,24100534776,106154,2025-12-30,2026-01-05,1 ενέσιμο αμπούλα,κάθε 8 ώρες,421
23026866049,24100534776,121845,2025-12-30,2026-01-05,1/2 δισκίο,εφάπαξ,421
23026866049,24100534776,126342,2025-12-30,2026-01-01,15 ml,μετά το φαγητό,421
11087946135,27060840942,97984,2026-01-08,2026-01-16,1/2 δισκίο,μετά το φαγητό,422
11087946135,27060840942,128863,2026-01-08,2026-01-15,2 δισκία,μετά το φαγητό,422
11087946135,27060840942,139571,2026-01-08,2026-01-13,2 δισκία,μία φορά το πρωί,422
02087077516,14024432211,31094,2026-01-18,,2 δισκία,προ ύπνου,423
02087077516,14024432211,83970,2026-01-18,,1 κάψουλα,εφάπαξ,423
02087077516,14024432211,121807,2026-01-18,,1/2 δισκίο,κάθε 8 ώρες,423
21119438801,01078093778,153106,2026-01-18,2026-01-21,15 ml,κάθε 12 ώρες (πρωί-βράδυ),424
21119438801,01078093778,153772,2026-01-18,2026-01-19,1 κάψουλα,μετά το φαγητό,424
21119438801,01078093778,62044,2026-01-18,2026-01-21,1 ενέσιμο αμπούλα,κάθε 8 ώρες,424
06117882147,24064249347,110108,2026-01-20,2026-01-21,1 ενέσιμο αμπούλα,μετά το φαγητό,425
18060326718,14055158747,39123,2026-01-21,2026-01-22,1/2 δισκίο,κάθε 8 ώρες,426
18060326718,14055158747,48178,2026-01-21,2026-01-22,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),426
18060326718,14055158747,146294,2026-01-21,2026-01-23,1 κάψουλα,εφάπαξ,426
16100868799,05110633308,60263,2026-01-22,2026-02-01,1 δισκίο,κάθε 8 ώρες,427
16100868799,05110633308,91869,2026-01-22,2026-01-31,2 δισκία,μία φορά το πρωί,427
08088799158,30088959779,99782,2026-01-30,2026-02-02,15 ml,κάθε 12 ώρες (πρωί-βράδυ),428
08088799158,30088959779,148735,2026-01-30,2026-02-01,1/2 δισκίο,εφάπαξ,428
08088799158,30088959779,71334,2026-01-30,2026-02-04,1 κάψουλα,εφάπαξ,428
15049291643,21096212974,19668,2026-02-03,2026-02-06,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),429
15089851983,27060840942,131819,2026-02-05,2026-02-08,1/2 δισκίο,εφάπαξ,430
03049296161,13070372071,83642,2026-02-05,2026-02-09,1/2 δισκίο,προ ύπνου,431
03049296161,13070372071,34294,2026-02-05,2026-02-07,1 κάψουλα,μία φορά το πρωί,431
18114432106,24026275714,45284,2026-02-11,2026-02-12,15 ml,μετά το φαγητό,432
07100156298,27087797722,95290,2026-02-12,2026-02-15,1 ενέσιμο αμπούλα,κάθε 8 ώρες,433
07100156298,27087797722,124615,2026-02-12,2026-02-18,2 δισκία,κάθε 8 ώρες,433
07100156298,27087797722,160388,2026-02-12,2026-02-17,1/2 δισκίο,μία φορά το πρωί,433
07034474162,24076008916,10219,2026-02-16,2026-02-23,2 δισκία,εφάπαξ,434
07034474162,24076008916,151001,2026-02-16,2026-02-24,1 ενέσιμο αμπούλα,εφάπαξ,434
28120467810,03080887989,118526,2026-02-16,2026-02-17,1 δισκίο,προ ύπνου,435
28120467810,03080887989,110804,2026-02-16,2026-02-18,1 δισκίο,κάθε 8 ώρες,435
11100467158,12016289283,99326,2026-02-23,2026-03-01,1 κάψουλα,μία φορά το πρωί,436
11100467158,12016289283,101396,2026-02-23,2026-02-28,1/2 δισκίο,μετά το φαγητό,436
11100467158,12016289283,158807,2026-02-23,2026-03-02,15 ml,κάθε 8 ώρες,436
16068589382,04044756842,92303,2026-02-25,2026-03-02,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),437
16068589382,04044756842,51124,2026-02-25,2026-03-04,15 ml,μία φορά το πρωί,437
08119651767,18026581848,118293,2026-03-08,2026-03-17,1 δισκίο,μετά το φαγητό,438
08119651767,18026581848,31760,2026-03-08,2026-03-14,1 δισκίο,εφάπαξ,438
18050675294,26026036012,22964,2026-03-09,2026-03-10,1 ενέσιμο αμπούλα,μετά το φαγητό,439
02078042045,16080609722,21914,2026-03-09,,1/2 δισκίο,προ ύπνου,440
28026692058,11018863136,51794,2026-03-11,2026-03-12,1 δισκίο,εφάπαξ,441
28026692058,11018863136,31329,2026-03-11,2026-03-12,15 ml,προ ύπνου,441
22115865680,21096212974,68433,2026-03-11,2026-03-12,1 δισκίο,κάθε 8 ώρες,442
15088743388,05098106243,148142,2026-03-16,2026-03-18,15 ml,μετά το φαγητό,443
20039794570,26105808540,153403,2026-03-23,2026-03-24,1/2 δισκίο,μετά το φαγητό,444
18050675294,28026488250,129110,2026-03-27,2026-04-08,2 δισκία,εφάπαξ,445
18050675294,28026488250,141607,2026-03-27,2026-03-30,15 ml,κάθε 8 ώρες,445
18050675294,28026488250,60435,2026-03-27,2026-03-31,1/2 δισκίο,εφάπαξ,445
02078042045,22070852133,146831,2026-03-31,2026-04-03,1 ενέσιμο αμπούλα,μία φορά το πρωί,446
22115865680,05076151023,84333,2026-03-31,2026-04-02,15 ml,κάθε 12 ώρες (πρωί-βράδυ),447
22115865680,05076151023,121838,2026-03-31,2026-04-02,1 ενέσιμο αμπούλα,προ ύπνου,447
22115865680,05076151023,13142,2026-03-31,2026-04-03,1 δισκίο,προ ύπνου,447
02087077516,16099945058,93477,2026-04-01,2026-04-10,2 δισκία,εφάπαξ,448
02087077516,16099945058,81516,2026-04-01,2026-04-10,1 δισκίο,μετά το φαγητό,448
16100868799,25124524763,131502,2026-04-01,2026-04-02,2 δισκία,μία φορά το πρωί,449
23028627654,21080066006,106799,2026-04-09,2026-04-11,15 ml,κάθε 12 ώρες (πρωί-βράδυ),450
23028627654,21080066006,14901,2026-04-09,2026-04-11,1/2 δισκίο,κάθε 8 ώρες,450
23028627654,21080066006,52799,2026-04-09,2026-04-15,1 ενέσιμο αμπούλα,εφάπαξ,450
13060666813,26118866522,84914,2026-04-11,2026-04-12,15 ml,μετά το φαγητό,451
13060666813,26118866522,119554,2026-04-11,2026-04-16,1 κάψουλα,κάθε 8 ώρες,451
22040585135,29089535168,135599,2026-04-11,2026-04-17,2 δισκία,κάθε 8 ώρες,452
22040585135,29089535168,32848,2026-04-11,2026-04-13,1 ενέσιμο αμπούλα,προ ύπνου,452
22040585135,29089535168,53277,2026-04-11,2026-04-19,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),452
16100868799,10117245649,140011,2026-04-16,2026-04-20,1 κάψουλα,εφάπαξ,453
16100868799,10117245649,23024,2026-04-16,2026-04-21,2 δισκία,μία φορά το πρωί,453
08088799158,04044756842,125553,2026-04-22,2026-04-26,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),454
08088799158,04044756842,100461,2026-04-22,2026-04-24,15 ml,κάθε 8 ώρες,454
10089737527,13076696064,106469,2026-04-23,2026-04-26,1 κάψουλα,μετά το φαγητό,455
10089737527,13076696064,56740,2026-04-23,2026-04-24,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),455
04010443316,28127165521,48404,2026-04-24,2026-04-27,1/2 δισκίο,εφάπαξ,456
04010443316,28127165521,58447,2026-04-24,2026-04-27,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),456
04010443316,28127165521,67950,2026-04-24,2026-04-26,1 δισκίο,κάθε 8 ώρες,456
24024429583,25109186486,151886,2026-04-26,2026-04-28,1/2 δισκίο,κάθε 8 ώρες,457
04010443316,09087148284,20587,2026-04-29,2026-04-30,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),458
06050738238,12045364041,142295,2024-07-12,2024-07-14,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),459
06050738238,12045364041,37706,2024-07-12,2024-07-13,1 δισκίο,εφάπαξ,459
06050738238,12045364041,100747,2024-07-12,2024-07-13,1/2 δισκίο,κάθε 8 ώρες,459
01024610365,26050897250,155777,2024-09-01,2024-09-07,15 ml,μετά το φαγητό,460
01024610365,26050897250,86228,2024-09-01,2024-09-07,1 κάψουλα,προ ύπνου,460
27099728378,02080605060,113635,2024-04-21,2024-04-25,1 κάψουλα,κάθε 8 ώρες,461
15089851983,23106760849,144879,2025-02-08,2025-02-14,1/2 δισκίο,προ ύπνου,462
15089851983,23106760849,125429,2025-02-08,2025-02-15,1 κάψουλα,μία φορά το πρωί,462
15089851983,23106760849,155146,2025-02-08,2025-02-13,1 δισκίο,εφάπαξ,462
16068107499,08046122018,82782,2025-05-19,2025-05-22,15 ml,κάθε 12 ώρες (πρωί-βράδυ),463
14024366361,23035977126,83952,2024-10-07,2024-10-09,2 δισκία,εφάπαξ,464
14024366361,23035977126,137797,2024-10-07,2024-10-11,2 δισκία,κάθε 8 ώρες,464
21110456039,14038546502,80378,2025-02-27,2025-03-02,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),465
16118595442,21096212974,43301,2026-02-03,2026-02-04,1 δισκίο,κάθε 8 ώρες,466
16118595442,21096212974,91632,2026-02-03,2026-02-04,2 δισκία,εφάπαξ,466
11087946135,13070372071,38972,2024-04-23,2024-04-27,2 δισκία,μία φορά το πρωί,467
11087946135,13070372071,40833,2024-04-23,2024-04-24,2 δισκία,μετά το φαγητό,467
22018235970,19025178439,161171,2024-11-07,2024-11-11,1 κάψουλα,προ ύπνου,468
22018235970,19025178439,85687,2024-11-07,2024-11-09,1 δισκίο,μία φορά το πρωί,468
22048608378,28125858451,142391,2025-05-29,2025-06-01,1 κάψουλα,κάθε 8 ώρες,469
22048608378,28125858451,51282,2025-05-29,2025-05-30,1/2 δισκίο,κάθε 8 ώρες,469
18118519593,08058909862,137855,2023-02-18,2023-02-20,15 ml,μετά το φαγητό,470
18118519593,08058909862,54206,2023-02-18,2023-02-23,1 κάψουλα,κάθε 12 ώρες (πρωί-βράδυ),470
09050064807,08118005072,21687,2023-05-02,2023-05-05,2 δισκία,κάθε 8 ώρες,471
09045928947,29048725629,89695,2024-07-20,2024-07-23,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),472
09045928947,29048725629,136102,2024-07-20,2024-07-22,1/2 δισκίο,προ ύπνου,472
17019537542,29048725629,161513,2025-07-26,2025-08-02,1 κάψουλα,προ ύπνου,473
17019537542,29048725629,103164,2025-07-26,2025-07-27,1 κάψουλα,μία φορά το πρωί,473
17019537542,29048725629,75788,2025-07-26,2025-08-02,15 ml,μία φορά το πρωί,473
09066167650,27114223727,98762,2023-12-24,2023-12-27,1/2 δισκίο,προ ύπνου,474
18050675294,19080401685,148817,2024-01-26,2024-02-07,1 δισκίο,προ ύπνου,475
18050675294,19080401685,70987,2024-01-26,2024-01-30,2 δισκία,μία φορά το πρωί,475
18050675294,19080401685,23466,2024-01-26,2024-01-30,1 δισκίο,εφάπαξ,475
07034474162,06060868993,141192,2025-03-05,2025-03-16,1 κάψουλα,μετά το φαγητό,476
07034474162,06060868993,157143,2025-03-05,2025-03-06,1/2 δισκίο,προ ύπνου,476
07034474162,06060868993,94296,2025-03-05,2025-03-16,2 δισκία,κάθε 8 ώρες,476
22040585135,10117245649,57145,2026-04-16,2026-04-17,1 δισκίο,μία φορά το πρωί,477
22040585135,10117245649,106684,2026-04-16,2026-04-17,15 ml,μία φορά το πρωί,477
16100868799,08058909862,80252,2023-02-18,2023-02-24,1 ενέσιμο αμπούλα,μετά το φαγητό,478
16100868799,08058909862,77146,2023-02-18,2023-02-26,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),478
18114432106,31057446403,97805,2024-01-20,2024-01-25,1 δισκίο,προ ύπνου,479
18114432106,31057446403,135903,2024-01-20,2024-01-22,2 δισκία,κάθε 8 ώρες,479
18114432106,31057446403,1085,2024-01-20,2024-01-23,15 ml,μία φορά το πρωί,479
24024429583,19080401685,77072,2024-01-26,2024-01-30,1 ενέσιμο αμπούλα,προ ύπνου,480
24024429583,19080401685,28736,2024-01-26,2024-02-01,15 ml,κάθε 8 ώρες,480
24024429583,19080401685,146774,2024-01-26,2024-01-28,2 δισκία,κάθε 12 ώρες (πρωί-βράδυ),480
24088546021,22047993944,106353,2023-06-03,2023-06-07,1/2 δισκίο,κάθε 8 ώρες,481
24088546021,22047993944,449,2023-06-03,2023-06-13,2 δισκία,μετά το φαγητό,481
24088546021,22047993944,33279,2023-06-03,2023-06-09,1 ενέσιμο αμπούλα,κάθε 12 ώρες (πρωί-βράδυ),481
22040585135,20049280002,28021,2025-11-20,2025-11-25,2 δισκία,προ ύπνου,482
22040585135,20049280002,14195,2025-11-20,2025-11-24,1 δισκίο,μετά το φαγητό,482
22040585135,20049280002,101450,2025-11-20,2025-11-22,1 δισκίο,προ ύπνου,482
21110456039,13076696064,109502,2023-12-08,2023-12-11,1/2 δισκίο,μία φορά το πρωί,483
21110456039,13076696064,99561,2023-12-08,2023-12-10,1 δισκίο,μετά το φαγητό,483
13119759342,26105808540,84478,2024-02-15,2024-02-20,15 ml,εφάπαξ,484
13119759342,26105808540,125362,2024-02-15,2024-02-19,1 ενέσιμο αμπούλα,κάθε 8 ώρες,484
08088799158,16080609722,62372,2026-03-09,2026-03-11,2 δισκία,κάθε 8 ώρες,485
01090729354,08118005072,145003,2024-09-05,2024-09-06,1/2 δισκίο,κάθε 8 ώρες,486
01090729354,08118005072,61052,2024-09-05,2024-09-08,1/2 δισκίο,μία φορά το πρωί,486
07034474162,21047422567,22847,2023-10-07,2023-10-09,1 δισκίο,μία φορά το πρωί,487
07034474162,21047422567,35403,2023-10-07,2023-10-08,1 δισκίο,μετά το φαγητό,487
07034474162,21047422567,60039,2023-10-07,2023-10-08,1 κάψουλα,μία φορά το πρωί,487
16118595442,14116282450,71279,2024-08-10,2024-08-15,1 ενέσιμο αμπούλα,εφάπαξ,488
16118595442,14116282450,22836,2024-08-10,2024-08-14,1 ενέσιμο αμπούλα,εφάπαξ,488
16118595442,14116282450,69797,2024-08-10,2024-08-16,1 δισκίο,εφάπαξ,488
15088743388,18066087869,160535,2024-10-05,2024-10-06,1 δισκίο,μία φορά το πρωί,489
16118595442,25109186486,143316,2025-04-11,2025-04-13,1/2 δισκίο,μία φορά το πρωί,490
16118595442,25109186486,148057,2025-04-11,2025-04-13,15 ml,εφάπαξ,490
16118595442,25109186486,147015,2025-04-11,2025-04-15,1 δισκίο,μετά το φαγητό,490
18050675294,31057446403,11725,2023-12-30,2024-01-11,1 δισκίο,κάθε 8 ώρες,491
18050675294,31057446403,1335,2023-12-30,2024-01-10,1 δισκίο,προ ύπνου,491
18050675294,31057446403,71939,2023-12-30,2024-01-02,15 ml,κάθε 8 ώρες,491
19110834569,16099945058,118303,2025-03-03,2025-03-04,15 ml,μετά το φαγητό,492
03057873936,26118866522,122954,2026-04-11,,15 ml,εφάπαξ,493
03057873936,26118866522,153339,2026-04-11,,15 ml,μία φορά το πρωί,493
03057873936,26118866522,157997,2026-04-11,,1 ενέσιμο αμπούλα,εφάπαξ,493
23026866049,12059650695,76254,2025-04-04,2025-04-08,15 ml,προ ύπνου,494
23026866049,12059650695,150697,2025-04-04,2025-04-08,2 δισκία,κάθε 8 ώρες,494
23026866049,12059650695,82336,2025-04-04,2025-04-06,15 ml,μία φορά το πρωί,494
02030634060,27087797722,131240,2025-06-27,2025-06-28,1 ενέσιμο αμπούλα,μετά το φαγητό,495
02030634060,27087797722,155001,2025-06-27,2025-06-30,1 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),495
06126222477,23035977126,109288,2024-12-19,2024-12-20,2 δισκία,εφάπαξ,496
06126222477,23035977126,147151,2024-12-19,2024-12-20,1/2 δισκίο,εφάπαξ,496
06126222477,23035977126,55459,2024-12-19,2024-12-22,1 ενέσιμο αμπούλα,κάθε 8 ώρες,496
18118519593,02080605060,92722,2024-04-21,2024-04-23,1 δισκίο,εφάπαξ,497
18118519593,02080605060,145772,2024-04-21,2024-04-23,1 κάψουλα,μία φορά το πρωί,497
18118519593,02080605060,141321,2024-04-21,2024-04-22,15 ml,μετά το φαγητό,497
17075032006,19125793215,144873,2025-12-16,2025-12-17,1/2 δισκίο,κάθε 8 ώρες,498
26099895344,24116938524,28935,2025-10-13,2025-10-15,1/2 δισκίο,κάθε 12 ώρες (πρωί-βράδυ),499
26099895344,24116938524,112217,2025-10-13,2025-10-17,1/2 δισκίο,εφάπαξ,499
03049296161,23106760849,102071,2023-05-31,2023-06-01,1/2 δισκίο,κάθε 8 ώρες,500
03049296161,23106760849,41800,2023-05-31,2023-06-02,1 ενέσιμο αμπούλα,μετά το φαγητό,500
